s,C_curt_MW,weight,weighted_C
0.0,107.5,0.3333333333333333,35.83333333333333
1.0,27.5,0.3333333333333333,9.166666666666666
2.0,25.5,0.3333333333333333,8.5
,160.5,,53.49999999999999
